HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 12/07/19
Start Time: 11:34
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,4,
Gain,1.00,1.00,1.00,
Back Off,0,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,4,
Calibration Offset,34.830002,112.589996,48.599998,
Calibration Factor, 0.168215,0.147407,0.153530,


TEMPERATURE DATA
Channel No,1,2,4,
Set Temperature, 40.00,40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , , , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Oxygen 4,Rate 4,Label,Trace,Type,Comment
0.0,203.699801,INVALID,188.293017,INVALID,64.169506,INVALID,Start,All,Restart,Started at:11:34:24,
1.0,204.517326,INVALID,188.770615,INVALID,64.169506,INVALID,,,,,
2.0,204.789834,INVALID,188.890014,INVALID,64.169506,INVALID,,,,,
3.0,204.381072,INVALID,188.890014,INVALID,64.169506,INVALID,,,,,
4.0,204.381072,INVALID,188.890014,INVALID,64.169506,INVALID,,,,,
5.0,205.198596,INVALID,188.531816,INVALID,64.169506,INVALID,,,,,
6.0,205.198596,INVALID,188.412416,INVALID,64.169506,INVALID,,,,,
7.0,205.334850,INVALID,189.009414,INVALID,64.045146,INVALID,,,,,
8.0,204.926088,INVALID,188.412416,INVALID,64.045146,INVALID,,,,,
9.0,205.471104,INVALID,188.531816,INVALID,64.169506,INVALID,,,,,
10.0,205.743612,INVALID,189.009414,INVALID,64.169506,INVALID,,,,,
11.0,205.198596,INVALID,189.367612,INVALID,64.045146,INVALID,,,,,
12.0,205.198596,INVALID,189.845210,INVALID,64.045146,INVALID,,,,,
13.0,205.607358,INVALID,189.725811,INVALID,64.169506,INVALID,,,,,
14.0,206.016120,INVALID,189.725811,INVALID,64.169506,INVALID,,,,,
15.0,205.471104,INVALID,189.487012,INVALID,64.169506,INVALID,,,,,
16.0,205.607358,INVALID,189.367612,INVALID,64.169506,INVALID,,,,,
17.0,206.152374,INVALID,189.367612,INVALID,64.169506,INVALID,,,,,
18.0,206.424882,INVALID,189.606411,INVALID,64.169506,INVALID,,,,,
19.0,206.424882,INVALID,189.487012,INVALID,64.169506,INVALID,,,,,
20.0,205.879866,INVALID,190.442208,INVALID,64.169506,INVALID,,,,,
21.0,206.561136,INVALID,190.681007,INVALID,64.169506,INVALID,,,,,
22.0,206.697390,INVALID,190.681007,INVALID,64.169506,INVALID,,,,,
23.0,206.152374,INVALID,190.322808,INVALID,64.045146,INVALID,,,,,
24.0,206.152374,INVALID,190.561607,INVALID,64.169506,INVALID,,,,,
25.0,206.424882,INVALID,190.322808,INVALID,64.045146,INVALID,,,,,
26.0,207.106153,INVALID,190.084009,INVALID,64.045146,INVALID,,,,,
27.0,206.969898,INVALID,190.322808,INVALID,64.169506,INVALID,,,,,
28.0,206.424882,INVALID,190.203409,INVALID,64.045146,INVALID,,,,,
29.0,206.697390,INVALID,190.442208,INVALID,64.045146,INVALID,,,,,
30.0,207.106153,5.327094,190.919806,4.659469,64.045146,-0.147426,,,,,
31.0,206.833644,4.934814,191.158605,4.743242,64.169506,-0.117339,,,,,
32.0,206.697390,4.733729,191.278004,4.985892,63.920787,-0.177513,,,,,
33.0,207.106153,4.733729,191.039205,5.127438,64.169506,-0.141409,,,,,
34.0,207.651169,4.717247,190.681007,5.086997,64.045146,-0.150435,,,,,
35.0,207.242407,4.473308,190.561607,4.959894,64.045146,-0.156452,,,,,
36.0,206.969898,4.377711,190.800406,4.740353,64.045146,-0.159461,,,,,
37.0,207.242407,4.338153,190.919806,4.463038,64.045146,-0.159461,,,,,
38.0,207.651169,4.450233,191.397404,4.529478,64.045146,-0.204591,,,,,
39.0,207.378661,4.249148,191.755602,4.437040,64.045146,-0.249722,,,,,
40.0,206.969898,4.051360,191.875002,4.353267,64.045146,-0.246713,,,,,
41.0,207.651169,4.170033,191.875002,4.373488,63.920787,-0.285826,,,,,
42.0,207.923677,4.130476,191.278004,4.246386,64.045146,-0.321931,,,,,
43.0,207.514915,3.876647,190.919806,4.127949,64.045146,-0.358035,,,,,
44.0,207.242407,3.626116,191.039205,3.980625,64.045146,-0.346000,,,,,
45.0,208.196185,3.840386,191.755602,4.061509,64.045146,-0.330957,,,,,
46.0,207.923677,3.692045,191.994401,4.087507,64.045146,-0.312905,,,,,
47.0,207.514915,3.388770,191.994401,4.006624,64.045146,-0.291844,,,,,
48.0,207.787423,3.349212,191.994401,3.862189,64.169506,-0.222644,,,,,
49.0,208.332439,3.573372,191.755602,3.659980,64.045146,-0.198574,,,,,
50.0,207.106153,3.306358,191.636203,3.316225,64.045146,-0.171496,,,,,
51.0,206.288628,2.515206,191.636203,3.290227,64.169506,-0.096278,,,,,
52.0,206.969898,2.225117,192.113801,3.501102,64.169506,-0.021061,,,,,
53.0,207.514915,2.175669,192.471999,3.807304,64.045146,0.009026,,,,,
54.0,207.242407,1.796576,192.830198,4.061509,64.045146,-0.006017,,,,,
55.0,207.378661,1.440557,192.471999,4.217499,64.169506,0.072209,,,,,
56.0,208.059931,1.407592,192.591399,4.278161,64.169506,0.102296,,,,,
57.0,208.877455,1.895470,192.233200,4.061509,64.169506,0.129374,,,,,
58.0,208.468693,2.139408,192.113801,3.841968,64.045146,0.156452,,,,,
59.0,208.332439,2.086665,192.233200,3.576208,64.169506,0.183531,,,,,
60.0,209.286217,2.439387,192.471999,3.440439,64.045146,0.162470,,,,,
61.0,209.694979,3.036048,192.830198,3.570430,64.045146,0.141409,,,,,
62.0,209.149963,3.266801,193.188396,3.876632,64.045146,0.168487,,,,,
63.0,209.149963,3.388770,192.830198,4.049954,64.045146,0.102296,,,,,
64.0,209.967488,3.906316,192.471999,3.963293,64.045146,0.129374,,,,,
65.0,210.239996,4.664503,191.755602,3.443328,64.045146,0.111322,,,,,
66.0,209.831233,5.053487,191.516803,2.764484,64.169506,0.138400,,,,,
67.0,209.694979,5.224903,191.755602,2.241629,64.045146,0.117339,,,,,
68.0,210.512504,5.732559,192.233200,1.915207,64.045146,0.096278,,,,,
69.0,210.785012,6.418225,192.949597,2.001867,64.169506,0.120348,,,,,
70.0,210.239996,6.724797,193.307796,2.319624,64.045146,0.096278,,,,,
71.0,210.239996,6.803912,193.427195,2.689378,64.045146,0.072209,,,,,
72.0,210.921266,7.314864,193.188396,2.934917,64.169506,0.045130,,,,,
73.0,210.921266,7.852189,192.830198,2.787593,64.169506,0.060174,,,,,
74.0,210.376250,7.960972,193.307796,2.637381,64.045146,0.027078,,,,,
75.0,210.512504,7.944490,193.307796,2.475614,64.045146,-0.006017,,,,,
76.0,211.057520,8.415885,193.785394,2.709598,64.169506,0.006017,,,,,
77.0,210.648758,8.564226,194.501791,3.246896,64.169506,0.015043,,,,,
78.0,209.831233,8.191725,194.859989,3.853523,64.045146,-0.024070,,,,,
79.0,209.967488,7.918118,194.979389,4.434151,64.045146,-0.015043,,,,,
80.0,210.103742,7.852189,195.098788,4.893454,64.045146,-0.051148,,,,,
