HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 10/07/19
Start Time: 15:35
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,4,
Gain,1.00,1.00,1.00,
Back Off,0,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,4,
Calibration Offset,47.790001,110.160004,57.509998,
Calibration Factor, 0.143321,0.135710,0.130980,


TEMPERATURE DATA
Channel No,1,2,4,
Set Temperature, 40.00,40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , , , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Oxygen 4,Rate 4,Label,Trace,Type,Comment
0.0,200.720260,INVALID,196.216472,INVALID,128.585777,INVALID,Start,All,Restart,Started at:15:35:36,
1.0,200.720260,INVALID,196.326397,INVALID,128.585777,INVALID,,,,,
2.0,200.023718,INVALID,196.326397,INVALID,128.585777,INVALID,,,,,
3.0,200.023718,INVALID,196.106547,INVALID,128.585777,INVALID,,,,,
4.0,200.604170,INVALID,195.886697,INVALID,128.691871,INVALID,,,,,
5.0,200.488079,INVALID,195.666846,INVALID,128.691871,INVALID,,,,,
6.0,200.255899,INVALID,195.666846,INVALID,128.691871,INVALID,,,,,
7.0,200.255899,INVALID,195.666846,INVALID,128.691871,INVALID,,,,,
8.0,200.604170,INVALID,195.996622,INVALID,128.585777,INVALID,,,,,
9.0,200.255899,INVALID,196.216472,INVALID,128.585777,INVALID,,,,,
10.0,200.023718,INVALID,195.996622,INVALID,128.691871,INVALID,,,,,
11.0,200.023718,INVALID,196.326397,INVALID,128.691871,INVALID,,,,,
12.0,200.488079,INVALID,196.326397,INVALID,128.691871,INVALID,,,,,
13.0,200.255899,INVALID,195.886697,INVALID,128.585777,INVALID,,,,,
14.0,200.023718,INVALID,195.666846,INVALID,128.585777,INVALID,,,,,
15.0,200.023718,INVALID,195.666846,INVALID,128.691871,INVALID,,,,,
16.0,200.139808,INVALID,195.666846,INVALID,128.585777,INVALID,,,,,
17.0,200.023718,INVALID,195.996622,INVALID,128.585777,INVALID,,,,,
18.0,199.791537,INVALID,196.216472,INVALID,128.691871,INVALID,,,,,
19.0,200.371989,INVALID,196.216472,INVALID,128.585777,INVALID,,,,,
20.0,200.604170,INVALID,196.106547,INVALID,128.585777,INVALID,,,,,
21.0,200.023718,INVALID,195.996622,INVALID,128.691871,INVALID,,,,,
22.0,199.791537,INVALID,196.216472,INVALID,128.691871,INVALID,,,,,
23.0,200.023718,INVALID,195.556921,INVALID,128.585777,INVALID,,,,,
24.0,200.371989,INVALID,195.337071,INVALID,128.585777,INVALID,,,,,
25.0,200.023718,INVALID,195.337071,INVALID,128.691871,INVALID,,,,,
26.0,199.675447,INVALID,195.666846,INVALID,128.691871,INVALID,,,,,
27.0,199.791537,INVALID,195.886697,INVALID,128.585777,INVALID,,,,,
28.0,199.675447,INVALID,195.776771,INVALID,128.691871,INVALID,,,,,
29.0,199.675447,INVALID,196.106547,INVALID,128.691871,INVALID,,,,,
30.0,199.443266,-1.499813,196.106547,-0.577107,128.585777,0.035935,,,,,
31.0,199.559356,-1.482961,196.106547,-0.409560,128.585777,-0.002567,,,,,
32.0,200.023718,-1.269504,195.776771,-0.316478,128.585777,-0.041069,,,,,
33.0,200.139808,-1.266696,195.446996,-0.329776,128.585777,-0.079570,,,,,
34.0,199.211085,-1.603732,195.337071,-0.446793,128.691871,-0.079570,,,,,
35.0,199.443266,-1.612158,195.227145,-0.670189,128.691871,-0.041069,,,,,
36.0,199.907628,-1.468918,195.227145,-0.962732,128.585777,-0.041069,,,,,
37.0,199.791537,-1.443640,195.666846,-1.085068,128.585777,-0.038502,,,,,
38.0,199.443266,-1.533516,195.886697,-1.127620,128.691871,0.005134,,,,,
39.0,199.791537,-1.342529,195.996622,-1.007943,128.585777,-0.030801,,,,,
40.0,199.675447,-1.308825,195.886697,-0.843055,128.585777,-0.066736,,,,,
41.0,198.630633,-1.730121,195.776771,-0.795185,128.585777,-0.061603,,,,,
42.0,198.630633,-2.117713,195.446996,-0.734017,128.585777,-0.053903,,,,,
43.0,199.094995,-2.123330,195.337071,-0.691465,128.585777,-0.043635,,,,,
44.0,199.559356,-2.016602,195.007295,-0.914861,128.585777,-0.071870,,,,,
45.0,199.559356,-1.982899,195.227145,-1.122301,128.585777,-0.100105,,,,,
46.0,199.675447,-1.895831,195.776771,-1.119641,128.585777,-0.087271,,,,,
47.0,200.371989,-1.502621,195.776771,-1.119641,128.691871,-0.074437,,,,,
48.0,200.836351,-0.991449,195.886697,-0.954754,128.585777,-0.102671,,,,,
49.0,200.255899,-0.800462,195.227145,-0.941456,128.585777,-0.089838,,,,,
50.0,200.371989,-0.353888,195.337071,-0.864331,128.585777,-0.115505,,,,,
51.0,201.184622,0.477468,195.117220,-0.888266,128.691871,-0.102671,,,,,
52.0,201.068531,1.027962,195.117220,-0.930818,128.691871,-0.051336,,,,,
53.0,200.720260,1.336912,195.227145,-0.827098,128.691871,-0.000000,,,,,
54.0,201.068531,1.839658,195.556921,-0.835077,128.585777,-0.028235,,,,,
55.0,201.416802,2.578330,195.776771,-0.848374,128.585777,-0.056469,,,,,
56.0,201.068531,3.030521,195.556921,-0.952094,128.691871,-0.005134,,,,,
57.0,200.836351,3.238360,194.787445,-1.212723,128.585777,0.007700,,,,,
58.0,201.300712,3.631569,194.457669,-1.486650,128.585777,-0.017968,,,,,
59.0,201.765074,4.111846,194.457669,-1.768555,128.691871,0.035935,,,,,
60.0,201.416802,4.415179,194.787445,-1.771214,128.585777,0.051336,,,,,
61.0,201.068531,4.460117,194.897370,-1.702068,128.691871,0.066736,,,,,
62.0,201.300712,4.594932,195.446996,-1.404206,128.691871,0.079570,,,,,
63.0,201.648983,4.993759,195.776771,-1.098365,128.585777,0.051336,,,,,
64.0,201.184622,5.229684,196.216472,-0.760611,128.585777,0.023101,,,,,
65.0,200.836351,4.954438,196.216472,-0.484025,128.585777,0.035935,,,,,
66.0,201.300712,4.898265,195.996622,-0.351051,128.585777,0.051336,,,,,
67.0,201.416802,5.019036,195.886697,-0.276586,128.585777,0.028235,,,,,
68.0,200.604170,4.763450,195.776771,-0.087763,128.585777,0.005134,,,,,
69.0,200.139808,4.184871,195.776771,0.183504,128.585777,0.023101,,,,,
70.0,200.139808,3.724254,195.776771,0.499982,128.585777,0.002567,,,,,
71.0,200.255899,3.252403,196.106547,0.898904,128.585777,-0.017968,,,,,
72.0,199.559356,2.109287,196.326397,1.329740,128.585777,-0.038502,,,,,
73.0,199.443266,0.901573,196.546248,1.699408,128.585777,-0.059036,,,,,
74.0,199.559356,-0.103920,196.326397,1.920145,128.585777,-0.079570,,,,,
75.0,199.675447,-0.898764,195.776771,1.789830,128.585777,-0.100105,,,,,
76.0,198.978905,-1.949195,195.446996,1.606326,128.691871,-0.082137,,,,,
77.0,198.978905,-2.940644,195.337071,1.590369,128.585777,-0.105238,,,,,
78.0,199.559356,-3.434964,195.337071,1.585050,128.585777,-0.087271,,,,,
79.0,199.327176,-3.814131,195.337071,1.632921,128.691871,-0.069303,,,,,
80.0,198.630633,-4.634253,195.446996,1.478671,128.585777,-0.092404,,,,,
81.0,198.514543,-5.412246,195.446996,1.361654,128.585777,-0.115505,,,,,
82.0,198.630633,-5.788603,195.227145,1.077090,128.585777,-0.097538,,,,,
83.0,198.398453,-6.232368,195.446996,0.869650,128.585777,-0.077004,,,,,
84.0,197.701910,-6.999126,194.787445,0.457431,128.585777,-0.053903,,,,,
85.0,198.514543,-7.263138,194.677520,0.143612,128.585777,-0.069303,,,,,
86.0,199.443266,-6.993509,195.007295,0.055849,128.691871,-0.046202,mito,1,Up Arrow,,
87.0,199.675447,-6.726688,195.227145,-0.018616,128.585777,-0.023101,,,,,
88.0,199.443266,-6.600300,195.337071,-0.343073,128.585777,-0.038502,,,,,
89.0,199.559356,-6.218325,195.227145,-0.848374,128.691871,-0.015401,,,,,
90.0,200.139808,-5.403820,195.446996,-1.292508,128.585777,0.007700,,,,,
91.0,200.139808,-4.684808,195.227145,-1.712705,128.585777,-0.007700,,,,,
92.0,199.559356,-4.280365,194.897370,-2.220666,128.691871,0.056469,,,,,
93.0,199.559356,-3.749532,194.897370,-2.515869,128.691871,0.120639,,,,,
94.0,200.139808,-2.831107,194.787445,-2.710011,128.585777,0.105238,,,,,
95.0,200.255899,-2.013794,194.787445,-2.710011,128.691871,0.128339,,,,,
96.0,199.675447,-1.519473,195.337071,-2.475976,128.585777,0.110372,,,,,
97.0,200.023718,-0.690925,195.556921,-2.225985,128.691871,0.130906,,,,,
98.0,200.371989,0.339845,195.446996,-2.047800,128.691871,0.148874,,,,,
99.0,200.139808,0.997067,195.556921,-1.861636,128.585777,0.125773,,,,,
100.0,199.791537,1.359381,195.556921,-1.670154,128.691871,0.141173,,,,,
101.0,199.443266,1.603732,195.446996,-1.513244,128.691871,0.154007,,,,,
102.0,199.791537,2.036263,195.117220,-1.340378,128.691871,0.164274,,,,,
103.0,200.023718,2.294657,194.897370,-1.138258,128.691871,0.171975,,,,,
104.0,199.443266,2.286231,194.897370,-0.816461,128.585777,0.138607,,,,,
105.0,199.327176,2.280614,194.787445,-0.579767,128.585777,0.105238,,,,,
106.0,199.907628,2.536200,194.897370,-0.478706,128.691871,0.110372,,,,,
107.0,199.791537,2.474410,195.227145,-0.364349,128.691871,0.154007,,,,,
108.0,199.443266,2.266571,195.446996,-0.207439,128.691871,0.156574,,,,,
109.0,199.443266,2.272188,195.556921,-0.013297,128.585777,0.118072,,,,,
110.0,199.907628,2.359256,195.556921,0.175526,128.585777,0.120639,,,,,
111.0,200.023718,2.204781,195.337071,0.321797,128.691871,0.123206,,,,,
112.0,199.559356,1.803146,195.007295,0.351051,128.585777,0.084704,,,,,
113.0,199.443266,1.379041,194.897370,0.265948,128.691871,0.084704,,,,,
114.0,199.791537,0.971789,194.897370,0.273926,128.585777,0.043635,,,,,
115.0,199.559356,0.176944,194.897370,0.039892,128.585777,0.002567,,,,,
116.0,199.211085,-0.474660,195.227145,-0.119677,128.585777,-0.038502,,,,,
117.0,199.559356,-0.657221,195.556921,-0.045211,128.585777,-0.038502,,,,,
118.0,199.791537,-0.668456,195.556921,0.101060,128.691871,-0.038502,,,,,
119.0,200.023718,-0.688116,195.666846,0.321797,128.691871,-0.041069,,,,,
120.0,199.443266,-0.887530,195.776771,0.531896,128.691871,-0.005134,,,,,
121.0,199.907628,-0.690925,195.227145,0.614340,128.585777,-0.048769,,,,,
122.0,200.255899,-0.362314,195.007295,0.537215,128.691871,-0.053903,,,,,
123.0,199.791537,-0.429722,195.117220,0.377646,128.691871,-0.020534,,,,,
124.0,199.675447,-0.544876,195.446996,0.332435,128.585777,-0.025668,,,,,
125.0,200.139808,-0.269629,195.776771,0.351051,128.691871,-0.030801,,,,,
126.0,200.255899,0.092685,195.886697,0.385625,128.691871,0.002567,,,,,
127.0,199.559356,-0.022469,195.996622,0.646254,128.585777,-0.043635,,,,,
128.0,200.023718,0.168518,195.996622,0.976029,128.585777,-0.048769,,,,,
129.0,200.488079,0.662839,195.886697,1.212723,128.691871,-0.012834,,,,,
130.0,200.604170,1.106603,195.556921,1.361654,128.691871,-0.017968,,,,,
131.0,199.907628,1.151542,195.446996,1.470693,128.585777,-0.023101,,,,,
132.0,200.255899,1.185245,195.337071,1.499947,128.585777,-0.025668,,,,,
133.0,200.836351,1.544751,195.337071,1.404206,128.691871,0.012834,,,,,
134.0,200.720260,1.926726,195.776771,1.377611,128.585777,0.012834,,,,,
135.0,200.371989,1.940769,196.106547,1.449417,128.691871,0.012834,,,,,
136.0,200.836351,2.055923,196.216472,1.489309,128.585777,-0.028235,,,,,
137.0,201.068531,2.443515,196.106547,1.497288,128.585777,-0.028235,,,,,
138.0,200.952441,2.715953,196.216472,1.643559,128.691871,0.012834,,,,,
139.0,200.371989,2.614842,195.886697,1.731322,128.585777,0.015401,,,,,
140.0,200.720260,2.617651,195.666846,1.771214,128.691871,0.017968,,,,,
141.0,201.184622,2.937835,195.666846,1.808447,128.585777,-0.020534,,,,,
142.0,200.836351,3.145675,195.556921,1.718024,128.585777,-0.017968,,,,,
143.0,200.488079,3.027712,195.776771,1.574412,128.691871,-0.015401,,,,,
144.0,200.139808,2.715953,196.216472,1.529201,128.585777,-0.012834,,,,,
145.0,200.023718,2.480027,196.326397,1.491969,128.691871,-0.010267,,,,,
146.0,199.327176,1.895831,196.436323,1.460055,128.691871,-0.010267,,,,,
147.0,199.211085,1.140307,196.326397,1.478671,128.585777,-0.051336,,,,,
148.0,199.559356,0.645987,196.216472,1.558456,128.691871,-0.053903,,,,,
149.0,199.907628,0.367932,196.106547,1.582391,128.691871,-0.017968,,,,,
150.0,199.327176,-0.033704,195.996622,1.595688,128.691871,0.017968,,,,,
151.0,198.862814,-0.811696,195.886697,1.603667,128.691871,0.053903,,,,,
152.0,199.211085,-1.269504,195.996622,1.436119,128.691871,0.048769,,,,,
153.0,199.443266,-1.491387,196.326397,1.284529,128.691871,0.082137,,,,,
154.0,198.862814,-2.084009,196.546248,1.223361,128.691871,0.115505,,,,,
155.0,198.746724,-2.741231,196.766098,1.335059,128.691871,0.107805,,,,,
156.0,198.746724,-3.196230,196.656173,1.502606,128.691871,0.138607,,,,,
157.0,199.211085,-3.404069,196.656173,1.691430,128.691871,0.169408,,,,,
158.0,198.746724,-4.024778,196.546248,1.864296,128.585777,0.120639,,,,,
159.0,198.514543,-4.530333,196.326397,1.944080,128.691871,0.110372,,,,,
160.0,198.978905,-4.651105,196.216472,1.933442,128.691871,0.138607,,,,,
161.0,198.978905,-4.690426,196.326397,1.827063,128.691871,0.166841,,,,,
162.0,199.094995,-4.917925,196.216472,1.619624,128.585777,0.115505,,,,,
163.0,198.630633,-5.159468,196.656173,1.510585,128.691871,0.102671,,,,,
164.0,199.094995,-4.968481,196.876023,1.449417,128.585777,0.089838,,,,,
165.0,199.094995,-4.780302,196.985949,1.561115,128.691871,0.077004,,,,,
166.0,198.630633,-4.856135,196.876023,1.731322,128.691871,0.102671,,,,,
