HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 11/07/19
Start Time: 16:58
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,4,
Gain,1.00,1.00,1.00,
Back Off,0,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,4,
Calibration Offset,43.740002,88.290001,63.990002,
Calibration Factor, 0.174378,0.169399,0.162183,


TEMPERATURE DATA
Channel No,1,2,4,
Set Temperature, 40.00,40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , , , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Oxygen 4,Rate 4,Label,Trace,Type,Comment
0.0,155.794161,INVALID,87.404632,INVALID,219.779519,INVALID,Start,All,Restart,Started at:16:58:06,
1.0,155.794161,INVALID,86.718568,INVALID,220.173624,INVALID,,,,,
2.0,155.794161,INVALID,85.895290,INVALID,221.355941,INVALID,,,,,
3.0,155.935407,INVALID,85.209225,INVALID,220.567730,INVALID,,,,,
4.0,155.794161,INVALID,84.385948,INVALID,220.173624,INVALID,,,,,
5.0,155.935407,INVALID,83.837096,INVALID,221.487309,INVALID,,,,,
6.0,155.794161,INVALID,83.288244,INVALID,221.093204,INVALID,,,,,
7.0,155.935407,INVALID,82.602180,INVALID,220.436361,INVALID,,,,,
8.0,155.794161,INVALID,81.916115,INVALID,221.224572,INVALID,,,,,
9.0,155.794161,INVALID,81.230051,INVALID,221.881415,INVALID,,,,,
10.0,155.935407,INVALID,80.681199,INVALID,221.224572,INVALID,,,,,
11.0,155.935407,INVALID,80.269560,INVALID,220.830467,INVALID,,,,,
12.0,155.935407,INVALID,79.720708,INVALID,222.012783,INVALID,,,,,
13.0,155.794161,INVALID,79.171857,INVALID,221.881415,INVALID,,,,,
14.0,155.935407,INVALID,78.760218,INVALID,220.961835,INVALID,,,,,
15.0,155.935407,INVALID,78.074153,INVALID,221.224572,INVALID,,,,,
16.0,155.935407,INVALID,77.662515,INVALID,222.406889,INVALID,,,,,
17.0,155.935407,INVALID,77.250876,INVALID,222.144152,INVALID,,,,,
18.0,155.935407,INVALID,76.839237,INVALID,221.224572,INVALID,,,,,
19.0,155.935407,INVALID,76.290385,INVALID,221.618678,INVALID,,,,,
20.0,155.794161,INVALID,75.878747,INVALID,222.538257,INVALID,,,,,
21.0,155.794161,INVALID,75.604321,INVALID,221.750046,INVALID,,,,,
22.0,155.794161,INVALID,75.055469,INVALID,221.487309,INVALID,,,,,
23.0,155.794161,INVALID,74.781043,INVALID,222.538257,INVALID,,,,,
24.0,155.794161,INVALID,74.369404,INVALID,222.800994,INVALID,,,,,
25.0,155.794161,INVALID,73.820553,INVALID,221.750046,INVALID,,,,,
26.0,155.794161,INVALID,73.546127,INVALID,221.750046,INVALID,,,,,
27.0,155.794161,INVALID,73.134488,INVALID,222.669626,INVALID,,,,,
28.0,155.935407,INVALID,72.860062,INVALID,222.932363,INVALID,,,,,
29.0,155.935407,INVALID,72.448423,INVALID,222.669626,INVALID,,,,,
30.0,155.935407,0.030755,72.173998,-30.003155,221.881415,4.227100,,,,,
31.0,155.935407,0.030755,71.762359,-29.179877,222.669626,3.937877,,,,,
32.0,155.794161,-0.023921,71.487933,-28.343321,223.195100,3.921986,,,,,
33.0,155.794161,-0.078596,71.213507,-27.556560,222.275520,3.956947,,,,,
34.0,155.794161,-0.078596,70.801868,-26.829553,222.144152,3.616872,,,,,
35.0,155.794161,-0.129855,70.390230,-26.222054,223.195100,3.467493,,,,,
36.0,155.935407,-0.075179,70.253017,-25.538202,223.326468,3.801211,,,,,
37.0,155.935407,-0.075179,69.841378,-24.887547,222.406889,3.604159,,,,,
38.0,155.935407,-0.023921,69.429739,-24.326523,222.275520,3.073388,,,,,
39.0,155.794161,-0.078596,69.018100,-23.861770,223.457837,3.232301,,,,,
40.0,155.794161,-0.133272,68.606462,-23.499926,223.326468,3.543772,,,,,
41.0,155.794161,-0.133272,68.332036,-23.144722,222.406889,3.232301,,,,,
42.0,155.935407,-0.078596,67.920397,-22.799476,222.800994,2.882691,,,,,
43.0,155.935407,-0.023921,67.645971,-22.467510,222.669626,2.895404,,,,,
44.0,155.935407,-0.023921,67.371545,-22.155461,221.881415,2.555329,,,,,
45.0,155.794161,-0.023921,67.097119,-21.816855,221.750046,1.811614,,,,,
46.0,155.935407,0.030755,66.822694,-21.561240,223.195100,1.674949,,,,,
47.0,155.794161,0.034172,66.548268,-21.292347,223.983311,2.234324,,,,,
48.0,155.935407,0.092265,66.136629,-21.063290,223.457837,2.463160,,,,,
49.0,155.935407,0.150358,65.999416,-20.774479,223.589206,2.351920,,,,,
50.0,155.794161,0.157193,65.587777,-20.585258,224.902891,2.812769,,,,,
51.0,155.794161,0.112769,65.450564,-20.346242,224.771522,3.502454,,,,,
52.0,155.794161,0.068345,65.313351,-20.010956,224.246048,3.642298,,,,,
53.0,155.794161,0.023921,64.901713,-19.788538,224.902891,3.858420,,,,,
54.0,155.935407,0.030755,64.764500,-19.476489,225.034259,4.446400,,,,,
55.0,155.935407,0.034172,64.352861,-19.230834,224.114680,4.741979,,,,,
56.0,155.935407,0.034172,64.078435,-19.054891,223.851943,4.503609,,,,,
57.0,155.935407,0.030755,64.078435,-18.749482,224.902891,4.595779,,,,,
58.0,155.935407,0.023921,63.666796,-18.523745,224.771522,4.919963,,,,,
