HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 08/07/19
Start Time: 16:11
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,
Gain,1.00,1.00,
Back Off,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,
Calibration Offset,54.270000,80.190002,
Calibration Factor, 0.155414,0.142485,


TEMPERATURE DATA
Channel No,1,2,
Set Temperature, 40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Label,Trace,Type,Comment
0.0,208.466199,INVALID,219.860832,INVALID,Start,All,Restart,Started at:16:11:33,
1.0,208.214428,INVALID,220.091657,INVALID,,,,,
2.0,208.466199,INVALID,220.091657,INVALID,,,,,
3.0,209.221511,INVALID,220.322482,INVALID,,,,,
4.0,209.347397,INVALID,220.322482,INVALID,,,,,
5.0,208.969741,INVALID,220.553308,INVALID,,,,,
6.0,209.095626,INVALID,220.668720,INVALID,,,,,
7.0,209.599168,INVALID,220.784133,INVALID,,,,,
8.0,209.850938,INVALID,220.553308,INVALID,,,,,
9.0,209.725053,INVALID,220.784133,INVALID,,,,,
10.0,209.473282,INVALID,221.014958,INVALID,,,,,
11.0,209.850938,INVALID,221.014958,INVALID,,,,,
12.0,210.228594,INVALID,221.130370,INVALID,,,,,
13.0,210.102709,INVALID,221.014958,INVALID,,,,,
14.0,209.850938,INVALID,220.668720,INVALID,,,,,
15.0,210.102709,INVALID,220.322482,INVALID,,,,,
16.0,210.606251,INVALID,220.207070,INVALID,,,,,
17.0,210.606251,INVALID,220.207070,INVALID,,,,,
18.0,210.228594,INVALID,220.207070,INVALID,,,,,
19.0,210.102709,INVALID,220.207070,INVALID,,,,,
20.0,210.480365,INVALID,220.207070,INVALID,,,,,
21.0,210.858021,INVALID,220.437895,INVALID,,,,,
22.0,210.606251,INVALID,220.784133,INVALID,,,,,
23.0,210.354480,INVALID,221.014958,INVALID,,,,,
24.0,210.606251,INVALID,221.245783,INVALID,,,,,
25.0,211.109792,INVALID,221.245783,INVALID,,,,,
26.0,210.983907,INVALID,221.014958,INVALID,,,,,
27.0,210.480365,INVALID,220.668720,INVALID,,,,,
28.0,210.606251,INVALID,220.784133,INVALID,,,,,
29.0,211.109792,INVALID,220.437895,INVALID,,,,,
30.0,211.361563,4.979579,220.207070,0.779034,,,,,
31.0,210.858021,4.681109,220.207070,0.362991,,,,,
32.0,210.606251,4.135944,220.207070,0.027922,,,,,
33.0,210.983907,3.767425,220.437895,-0.226171,,,,,
34.0,211.361563,3.767425,220.668720,-0.315523,,,,,
35.0,211.109792,3.673011,221.014958,-0.287601,,,,,
36.0,210.732136,3.252716,221.130370,-0.145196,,,,,
37.0,210.858021,2.884197,221.130370,0.027922,,,,,
38.0,211.361563,2.850695,221.130370,0.234548,,,,,
39.0,211.613334,2.963383,220.899545,0.259678,,,,,
40.0,210.983907,2.756281,220.437895,0.198249,,,,,
41.0,210.858021,2.375579,220.207070,0.150781,,,,,
42.0,210.983907,2.153249,220.437895,0.206626,,,,,
43.0,211.487448,2.232435,219.976245,0.153573,,,,,
44.0,211.109792,2.095383,220.091657,0.125651,,,,,
45.0,210.858021,1.745137,220.322482,0.069806,,,,,
46.0,211.109792,1.559354,220.668720,0.013961,,,,,
47.0,211.361563,1.635495,220.668720,-0.094936,,,,,
48.0,211.487448,1.739046,220.322482,-0.340653,,,,,
49.0,210.858021,1.446667,220.899545,-0.379744,,,,,
50.0,210.858021,1.090330,220.668720,-0.519356,,,,,
51.0,211.361563,1.044646,220.322482,-0.795788,,,,,
52.0,211.487448,1.169516,219.860832,-1.153194,,,,,
53.0,210.983907,0.998961,219.745420,-1.404496,,,,,
54.0,210.732136,0.630442,219.860832,-1.499432,,,,,
55.0,210.732136,0.350246,219.630007,-1.560861,,,,,
56.0,211.235678,0.444660,219.514595,-1.625083,,,,,
57.0,211.487448,0.578667,219.514595,-1.736772,,,,,
58.0,210.858021,0.277151,219.514595,-1.946190,,,,,
59.0,209.347397,-0.532982,219.860832,-1.957359,,,,,
