HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 12/07/19
Start Time: 12:01
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,4,
Gain,1.00,1.00,1.00,
Back Off,0,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,4,
Calibration Offset,34.830002,112.589996,48.599998,
Calibration Factor, 0.168215,0.147407,0.153530,


TEMPERATURE DATA
Channel No,1,2,4,
Set Temperature, 40.00,40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , , , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Oxygen 4,Rate 4,Label,Trace,Type,Comment
0.0,210.103742,INVALID,188.651215,INVALID,63.174630,INVALID,Start,All,Restart,Started at:12:01:36,
1.0,210.103742,INVALID,188.890014,INVALID,63.298989,INVALID,,,,,
2.0,209.967488,INVALID,189.128813,INVALID,63.298989,INVALID,,,,,
3.0,210.376250,INVALID,189.606411,INVALID,63.174630,INVALID,,,,,
4.0,211.193774,INVALID,190.203409,INVALID,63.174630,INVALID,,,,,
5.0,211.330028,INVALID,191.039205,INVALID,63.174630,INVALID,,,,,
6.0,210.785012,INVALID,191.158605,INVALID,63.298989,INVALID,,,,,
7.0,211.330028,INVALID,191.994401,INVALID,63.298989,INVALID,,,,,
8.0,211.875044,INVALID,191.994401,INVALID,63.298989,INVALID,,,,,
9.0,212.011298,INVALID,191.875002,INVALID,63.423349,INVALID,,,,,
10.0,211.602536,INVALID,192.113801,INVALID,63.298989,INVALID,,,,,
11.0,211.738790,INVALID,191.636203,INVALID,63.298989,INVALID,,,,,
12.0,212.556314,INVALID,191.875002,INVALID,63.174630,INVALID,,,,,
13.0,212.556314,INVALID,191.875002,INVALID,63.174630,INVALID,,,,,
14.0,212.147552,INVALID,193.546595,INVALID,63.298989,INVALID,,,,,
15.0,212.420060,INVALID,194.859989,INVALID,63.298989,INVALID,,,,,
16.0,213.237585,INVALID,195.695786,INVALID,63.298989,INVALID,,,,,
17.0,213.373839,INVALID,197.128580,INVALID,63.298989,INVALID,,,,,
18.0,212.692568,INVALID,197.844977,INVALID,63.298989,INVALID,,,,,
19.0,212.828823,INVALID,197.964377,INVALID,63.298989,INVALID,,,,,
20.0,213.101331,INVALID,198.800173,INVALID,63.298989,INVALID,,,,,
21.0,213.782601,INVALID,198.800173,INVALID,63.298989,INVALID,,,,,
22.0,213.646347,INVALID,198.919573,INVALID,63.298989,INVALID,,,,,
23.0,213.237585,INVALID,199.397171,INVALID,63.174630,INVALID,,,,,
24.0,213.646347,INVALID,199.994168,INVALID,63.298989,INVALID,,,,,
25.0,214.191363,INVALID,200.232967,INVALID,63.298989,INVALID,,,,,
26.0,213.918855,INVALID,199.277771,INVALID,63.174630,INVALID,,,,,
27.0,213.646347,INVALID,199.755369,INVALID,63.298989,INVALID,,,,,
28.0,214.191363,INVALID,199.038972,INVALID,63.174630,INVALID,,,,,
29.0,214.463871,INVALID,198.800173,INVALID,63.298989,INVALID,,,,,
30.0,214.463871,8.666417,198.919573,25.481202,63.174630,-0.000000,,,,,
31.0,214.055109,8.326880,199.158372,24.629036,63.298989,-0.021061,,,,,
32.0,214.327617,7.990641,198.680774,23.441781,63.174630,-0.042122,,,,,
33.0,215.008887,7.746702,198.083776,21.893440,63.174630,-0.060174,,,,,
34.0,214.463871,7.341236,197.486779,20.096670,63.298989,-0.078226,,,,,
35.0,214.191363,7.054443,198.322575,18.643655,63.298989,-0.099287,,,,,
36.0,214.872633,6.995107,197.725578,17.101090,63.298989,-0.123357,,,,,
37.0,215.145141,6.737982,197.486779,15.356317,63.174630,-0.147426,,,,,
38.0,214.600125,6.388557,197.009181,13.608655,63.298989,-0.123357,,,,,
39.0,214.463871,6.121543,196.770382,11.653006,63.298989,-0.099287,,,,,
40.0,215.008887,6.042427,196.889781,9.578921,63.298989,-0.027078,,,,,
41.0,214.872633,5.683112,197.009181,7.519280,63.423349,0.045130,,,,,
42.0,213.510093,4.802955,196.770382,5.069664,63.298989,0.069200,,,,,
43.0,213.646347,4.245852,196.412183,2.458282,63.298989,0.045130,,,,,
44.0,214.191363,3.860165,196.053984,-0.392863,63.298989,0.018052,,,,,
45.0,213.918855,3.177796,195.695786,-2.828035,63.298989,0.036104,,,,,
46.0,213.918855,2.558060,195.815185,-4.763462,63.298989,0.054157,,,,,
47.0,214.736379,2.515206,195.934585,-6.355135,63.298989,0.072209,,,,,
48.0,215.281395,2.686622,195.576386,-7.527946,63.298989,0.090261,,,,,
49.0,215.145141,2.498723,195.695786,-8.342559,63.298989,0.108313,,,,,
50.0,215.145141,2.304232,195.576386,-9.102286,63.298989,0.126365,,,,,
51.0,215.962666,2.455869,194.979389,-9.697358,63.423349,0.189548,,,,,
52.0,216.371428,2.950340,194.501791,-10.373313,63.298989,0.204591,,,,,
53.0,215.826412,3.131645,194.024193,-11.072378,63.298989,0.219635,,,,,
54.0,216.098920,3.200871,193.904793,-11.511460,63.298989,0.186539,,,,,
55.0,216.780190,3.606337,194.262992,-11.456575,63.298989,0.198574,,,,,
56.0,216.643936,4.097511,194.859989,-10.953942,63.298989,0.210609,,,,,
57.0,216.507682,4.374414,195.098788,-10.604409,63.298989,0.174504,,,,,
58.0,216.643936,4.532645,195.218188,-9.925565,63.298989,0.183531,,,,,
59.0,217.325206,5.076562,195.218188,-9.414266,63.298989,0.144417,,,,,
60.0,217.325206,5.650148,194.740590,-9.076288,63.298989,0.150435,,,,,
61.0,216.916444,6.006166,194.262992,-8.767197,63.298989,0.108313,,,,,
62.0,217.188952,6.243512,194.262992,-8.253009,63.298989,0.111322,,,,,
63.0,217.870222,6.757761,194.382391,-7.761931,63.298989,0.066191,,,,,
64.0,217.597714,7.351126,195.098788,-7.137972,63.298989,0.018052,,,,,
65.0,217.188952,7.522542,195.695786,-6.456239,63.298989,0.015043,,,,,
66.0,217.733968,7.720330,196.053984,-5.277651,63.298989,0.012035,,,,,
67.0,218.006476,8.195022,196.292783,-4.188612,63.298989,0.009026,,,,,
68.0,217.733968,8.600487,196.531583,-3.070686,63.298989,-0.042122,,,,,
69.0,217.597714,8.682899,196.292783,-2.201188,63.298989,-0.048139,,,,,
70.0,218.006476,8.788386,196.053984,-1.493457,63.298989,-0.054157,,,,,
