HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 08/07/19
Start Time: 10:27
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,
Gain,1.00,1.00,
Back Off,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,
Calibration Offset,54.270000,124.739998,
Calibration Factor, 0.155414,0.130733,


TEMPERATURE DATA
Channel No,1,2,
Set Temperature, 40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , EVENT MARKERS,,,,
166.0,209.473282,2.256800,181.077622,1.619143,,,,,
167.0,208.969741,2.332940,181.183515,1.883023,,,,,
168.0,209.095626,2.439537,180.971729,1.926576,,,,,
169.0,209.599168,2.515677,180.548155,1.711373,,,,,
170.0,209.850938,2.689277,180.442262,1.398817,,,,,
171.0,209.095626,2.738007,180.865835,1.222043,,,,,
172.0,209.221511,2.719733,180.865835,1.099070,,,,,
173.0,209.850938,2.759326,181.183515,1.232291,,,,,
174.0,209.850938,2.798919,181.289409,1.424436,,,,,
175.0,209.347397,2.805011,181.395302,1.716497,,,,,
176.0,209.473282,2.884197,181.289409,1.952195,,,,,
177.0,209.976824,2.881151,180.865835,2.059796,,,,,
178.0,209.976824,2.878105,180.654049,1.883023,,,,,
179.0,209.473282,2.890288,180.654049,1.614020,,,,,
180.0,209.473282,2.932926,180.654049,1.247663,,,,,
181.0,209.976824,2.899425,180.865835,0.978659,,,,,
182.0,210.102709,2.820239,180.865835,0.645608,,,,,
183.0,209.599168,2.753235,181.289409,0.727590,,,,,
184.0,209.473282,2.716688,181.607089,0.947916,,,,,
185.0,209.850938,2.610091,181.607089,1.227167,,,,,
186.0,210.228594,2.509586,181.501195,1.491047,,,,,
187.0,209.599168,2.326849,181.183515,1.544847,,,,,
188.0,209.473282,2.125839,180.865835,1.514104,,,,,
189.0,209.976824,2.141067,180.865835,1.442370,,,,,
190.0,210.228594,2.028379,180.865835,1.245101,,,,,
191.0,209.850938,1.687270,181.077622,1.073451,,,,,
192.0,209.599168,1.608084,181.183515,0.881306,,,,,
193.0,209.725053,1.568491,181.501195,0.863372,,,,,
194.0,210.228594,1.605039,181.712982,0.896678,,,,,
195.0,210.102709,1.422302,181.712982,1.022212,,,,,
196.0,209.725053,1.263930,181.607089,1.168243,,,,,
197.0,209.725053,1.190835,181.183515,1.186176,,,,,
198.0,210.228594,1.099467,180.865835,1.127252,,,,,
199.0,210.228594,1.026372,180.654049,0.917173,,,,,
200.0,209.725053,0.938049,180.759942,0.589245,,,,,
201.0,209.725053,0.944140,181.077622,0.330490,,,,,
202.0,210.228594,0.843635,181.289409,0.297185,,,,,
203.0,210.228594,0.764449,181.501195,0.330490,,,,,
204.0,209.976824,0.813179,181.712982,0.548254,,,,,
205.0,209.850938,0.813179,181.712982,0.794200,,,,,
206.0,210.354480,0.800997,181.289409,0.917173,,,,,
207.0,210.480365,0.858863,181.077622,0.924859,,,,,
208.0,209.976824,0.904547,180.759942,0.658417,,,,,
209.0,209.976824,0.950232,180.654049,0.274127,,,,,
210.0,210.480365,0.983733,180.759942,-0.071734,,,,,
211.0,210.606251,1.038554,180.759942,-0.420157,,,,,
212.0,210.228594,1.123832,181.077622,-0.573874,,,,,
213.0,209.976824,1.160379,181.395302,-0.617427,,,,,
214.0,210.354480,1.142105,181.501195,-0.471396,,,,,
215.0,210.732136,1.193881,181.395302,-0.245946,,,,,
216.0,210.354480,1.224337,181.183515,-0.092230,,,,,
217.0,210.102709,1.297432,180.654049,-0.161402,,,,,
218.0,210.102709,1.129923,180.865835,-0.256194,,,,,
219.0,210.858021,1.175607,180.442262,-0.619988,,,,,
220.0,210.354480,1.199972,180.654049,-0.896678,,,,,
221.0,210.228594,1.266975,180.759942,-1.129814,,,,,
222.0,210.228594,1.187790,181.183515,-1.124690,,,,,
223.0,210.732136,1.184744,181.289409,-1.042708,,,,,
224.0,210.732136,1.203018,181.183515,-0.878744,,,,,
225.0,210.102709,1.163425,181.183515,-0.625112,,,,,
226.0,210.102709,1.078147,180.865835,-0.473958,,,,,
227.0,210.732136,1.075102,180.548155,-0.458587,,,,,
228.0,210.606251,1.002007,180.442262,-0.619988,,,,,
229.0,210.354480,1.011144,180.548155,-0.848001,,,,,
230.0,209.976824,0.880182,180.548155,-1.150309,,,,,
231.0,210.102709,0.606077,180.442262,-1.447494,,,,,
232.0,210.606251,0.505572,180.548155,-1.575591,,,,,
233.0,210.480365,0.532982,180.971729,-1.455180,,,,,
234.0,209.976824,0.371565,181.077622,-1.206672,,,,,
235.0,209.976824,0.118779,181.289409,-0.789076,,,,,
236.0,210.606251,0.045684,181.289409,-0.361233,,,,,
237.0,210.480365,0.103551,181.077622,-0.163964,,,,,
238.0,209.976824,0.024365,180.759942,-0.158840,,,,,
239.0,209.976824,-0.237558,180.548155,-0.345861,,,,,
240.0,210.480365,-0.316744,180.442262,-0.607179,,,,,
241.0,210.606251,-0.167509,180.442262,-0.822381,,,,,
242.0,209.850938,-0.246695,180.548155,-0.991469,,,,,
243.0,210.228594,-0.316744,181.289409,-0.763457,,,,,
244.0,210.102709,-0.529937,181.395302,-0.379166,,,,,
245.0,210.102709,-0.599986,181.289409,0.007686,,,,,
246.0,209.976824,-0.563439,180.865835,0.204955,,,,,
247.0,210.606251,-0.426386,180.548155,0.217765,,,,,
248.0,210.858021,-0.301516,180.336368,-0.035867,,,,,
249.0,210.228594,-0.423340,180.442262,-0.161402,,,,,
250.0,210.102709,-0.301516,180.759942,-0.325366,,,,,
251.0,210.480365,-0.219284,180.865835,-0.376605,pm,1,Up Arrow,,
252.0,210.983907,-0.006091,181.183515,-0.276689,,,,,
253.0,210.480365,0.006091,181.395302,0.053801,,,,,
254.0,210.228594,0.115733,181.395302,0.420157,,,,,
255.0,210.732136,0.420295,181.289409,0.704532,,,,,
256.0,210.983907,0.572575,180.865835,0.832629,,,,,
257.0,210.480365,0.520800,180.654049,0.768581,,,,,
258.0,210.228594,0.612168,180.548155,0.548254,,,,,
259.0,210.732136,0.849726,180.548155,0.286937,,,,,
260.0,210.858021,1.032463,180.548155,0.064048,,,,,
261.0,210.732136,1.011144,180.865835,-0.043553,,,,,
262.0,210.228594,0.837544,181.183515,-0.084544,,,,,
263.0,210.354480,0.901502,181.289409,-0.064048,,,,,
264.0,210.732136,1.059874,181.289409,0.102477,,,,,
265.0,210.732136,1.017235,181.289409,0.302308,,,,,
266.0,210.228594,0.773586,180.971729,0.463710,,,,,
267.0,210.228594,0.767495,180.654049,0.517511,,,,,
268.0,210.606251,0.858863,180.442262,0.427843,,,,,
269.0,210.606251,0.752267,180.336368,0.192145,,,,,
270.0,210.102709,0.447705,180.336368,-0.115287,,,,,
271.0,209.976824,0.289333,180.654049,-0.343299,,,,,
272.0,210.354480,0.328926,181.077622,-0.422719,,,,,
273.0,210.606251,0.173600,181.712982,-0.245946,,,,,
274.0,210.102709,-0.036547,182.136555,0.343299,,,,,
275.0,209.976824,-0.338063,182.030662,0.914611,,,,,
276.0,210.354480,-0.499481,181.818875,1.352702,,,,,
277.0,210.606251,-0.624351,181.818875,1.614020,,,,,
278.0,210.102709,-0.703537,181.818875,1.729307,,,,,
279.0,209.725053,-0.810133,182.136555,1.847156,,,,,
280.0,209.850938,-1.087284,182.348342,2.039301,,,,,
281.0,210.354480,-1.221291,182.666022,2.423591,,,,,
282.0,210.102709,-1.306568,182.983702,2.918045,,,,,
283.0,209.599168,-1.370526,183.195489,3.561091,,,,,
284.0,209.725053,-1.550218,182.983702,4.160584,,,,,
285.0,210.228594,-1.626358,182.666022,4.606361,,,,,
286.0,210.102709,-1.553263,182.454235,4.903545,,,,,
287.0,209.599168,-1.550218,182.348342,4.970155,,,,,
288.0,209.473282,-1.754274,182.348342,4.918917,,,,,
289.0,209.976824,-1.848688,182.560129,4.862554,,,,,
290.0,210.102709,-1.696407,182.771915,4.834373,,,,,
291.0,210.102709,-1.480168,182.560129,4.675533,,,,,
292.0,209.347397,-1.568491,183.301382,4.859992,,,,,
293.0,209.725053,-1.681179,183.407276,5.146929,,,,,
294.0,209.976824,-1.641586,183.301382,5.382627,,,,,
295.0,209.473282,-1.629404,182.983702,5.454361,,,,,
296.0,209.221511,-1.678133,182.560129,5.331388,,,,,
297.0,209.095626,-1.930919,182.771915,5.131557,,,,,
298.0,209.725053,-1.927874,182.560129,4.688342,,,,,
299.0,209.347397,-1.903509,183.195489,4.347605,,,,,
300.0,209.095626,-1.940056,183.089595,3.860837,,,,,
301.0,208.969741,-2.180660,182.983702,3.269030,,,,,
302.0,209.095626,-2.396898,183.301382,2.851435,,,,,
303.0,209.473282,-2.308576,183.619062,2.649042,,,,,
304.0,209.347397,-2.147158,183.619062,2.631108,,,,,
305.0,208.843855,-2.332940,183.513169,2.692595,,,,,
306.0,208.843855,-2.536997,183.195489,2.564498,,,,,
307.0,209.347397,-2.384716,182.983702,2.249380,succ,1,Up Arrow,,
308.0,209.347397,-2.110611,182.771915,1.829222,,,,,
309.0,208.843855,-2.183705,182.877809,1.424436,,,,,
310.0,208.717970,-2.418218,182.877809,1.117004,,,,,
311.0,208.969741,-2.488267,183.089595,0.950478,,,,,
312.0,209.347397,-2.205025,183.407276,1.004279,,,,,
313.0,208.843855,-2.177614,183.619062,1.239977,,,,,
314.0,208.466199,-2.451719,183.724956,1.580714,,,,,
315.0,208.717970,-2.558316,183.619062,1.788231,,,,,
316.0,208.969741,-2.354260,182.771915,1.549971,,,,,
317.0,208.466199,-2.351214,182.771915,1.227167,,,,,
318.0,208.466199,-2.503495,182.877809,0.894116,,,,,
319.0,208.717970,-2.585726,182.983702,0.586683,,,,,
320.0,208.969741,-2.363397,183.195489,0.422719,,,,,
321.0,208.340314,-2.296393,183.513169,0.440653,,,,,
322.0,208.088543,-2.278119,183.513169,0.358671,,,,,
323.0,208.466199,-2.366442,183.407276,0.502139,,,,,
324.0,208.843855,-2.150204,182.877809,0.491892,,,,,
325.0,208.340314,-1.997923,182.666022,0.376605,,,,,
326.0,207.962658,-2.138021,182.560129,0.115287,,,,,
327.0,208.340314,-2.201979,182.560129,-0.299746,,,,,
328.0,208.592084,-2.201979,182.771915,-0.555940,,,,,
329.0,208.466199,-1.991832,182.983702,-0.817258,,,,,
330.0,207.836772,-2.125839,183.195489,-0.766019,,,,,
331.0,207.836772,-2.320758,183.301382,-0.717342,,,,,
332.0,208.214428,-2.396898,183.301382,-0.714780,,,,,
333.0,208.592084,-2.268983,183.089595,-0.673789,,,,,
334.0,207.962658,-2.211116,182.771915,-0.619988,,,,,
335.0,207.836772,-2.211116,182.242449,-0.737838,,,,,
336.0,208.340314,-2.186751,182.136555,-0.901801,,,,,
337.0,208.340314,-2.150204,182.136555,-1.155433,,,,,
338.0,207.585001,-2.180660,182.348342,-1.388569,,,,,
339.0,207.207345,-2.305530,182.348342,-1.688316,,,,,
340.0,207.333231,-2.527860,182.666022,-1.821536,,,,,
341.0,207.585001,-2.671004,182.771915,-1.911204,,,,,
342.0,206.955574,-2.917698,182.771915,-1.916328,,,,,
343.0,206.452033,-3.152211,182.771915,-1.790793,,,,,
344.0,206.200262,-3.602962,182.454235,-1.683192,,,,,
345.0,206.452033,-4.044576,182.030662,-1.660134,,,,,
346.0,205.948491,-4.522737,181.712982,-1.752364,,,,,
347.0,205.193179,-5.110541,181.607089,-2.164836,,,,,
348.0,204.815523,-5.938948,181.607089,-2.549126,,,,,
349.0,205.067294,-6.587663,181.607089,-2.864244,,,,,
350.0,204.941408,-7.102372,181.924769,-2.992341,,,,,
351.0,203.934325,-7.793727,182.136555,-2.935978,,,,,
352.0,203.430784,-8.789643,182.136555,-2.731024,,,,,
353.0,203.556669,-9.718555,182.242449,-2.454334,,,,,
354.0,203.304898,-10.483004,181.924769,-2.303180,,,,,
355.0,202.297815,-11.341867,181.607089,-2.436401,,,,,
356.0,201.794274,-12.420015,181.183515,-2.774576,,,,,
357.0,201.920159,-13.440295,180.971729,-3.194734,,,,,
358.0,201.668388,-14.259566,180.865835,-3.614891,,,,,
359.0,200.787191,-15.139748,181.501195,-3.681502,,,,,
360.0,200.157764,-16.108253,181.712982,-3.558529,,,,,
361.0,200.031878,-17.165081,182.030662,-3.207544,,,,,
362.0,199.905993,-18.078766,181.924769,-2.825815,,,,,
363.0,199.024795,-18.974176,181.818875,-2.449211,,,,,
364.0,198.395368,-19.729489,181.712982,-2.157150,adp,1,Up Arrow,,
365.0,197.765941,-20.710176,181.395302,-2.070044,,,,,
366.0,198.017712,-21.401531,180.336368,-2.538878,,,,,
367.0,197.136514,-21.980198,180.124582,-3.079447,,,,,
368.0,196.381202,-22.561910,179.912795,-3.648197,,,,,
369.0,196.255317,-23.192352,179.912795,-4.081164,,,,,
370.0,195.877660,-23.831931,179.489222,-4.608922,,,,,
371.0,195.500004,-24.285727,180.124582,-4.713962,,,,,
372.0,194.492921,-24.721250,179.912795,-4.793382,,,,,
373.0,194.241150,-25.175047,179.595115,-4.918917,,,,,
374.0,193.989380,-25.607524,179.489222,-5.006023,,,,,
375.0,193.737609,-25.927313,179.171542,-5.251968,,,,,
376.0,192.856411,-26.167917,178.536182,-5.813032,,,,,
377.0,192.101099,-26.548619,177.900822,-6.643100,,,,,
378.0,191.723443,-27.023735,177.689035,-7.498786,,,,,
379.0,191.723443,-27.319159,177.371355,-8.374968,,,,,
380.0,191.219901,-27.383117,176.947781,-9.302389,,,,,
381.0,190.086933,-27.571945,176.947781,-9.994112,,,,,
382.0,189.709277,-27.928282,177.053675,-10.445012,,,,,
383.0,189.709277,-28.135384,176.947781,-10.811369,,,,,
384.0,189.205735,-28.144521,176.841888,-11.049629,,,,,
385.0,188.198652,-28.269391,176.312421,-11.472348,,,,,
386.0,187.820996,-28.555679,175.677061,-12.112832,,,,,
387.0,187.695110,-28.732324,174.935808,-13.042815,,,,,
388.0,187.065683,-28.747552,174.406341,-14.095771,,,,,
389.0,186.184486,-28.820647,174.300448,-15.069306,,,,,
390.0,185.932715,-28.951608,174.406341,-15.599627,,,,,
391.0,185.806830,-29.012521,174.300448,-15.914745,,,,,
392.0,185.051517,-29.049068,174.088661,-16.004413,,,,,
393.0,184.170320,-29.091707,173.665088,-16.096643,,,,,
394.0,183.918549,-29.186121,172.923834,-16.299035,,,,,
395.0,183.792663,-29.204394,172.182581,-16.596220,,,,,
396.0,183.163236,-29.341447,171.759007,-16.939519,,,,,
397.0,182.282039,-29.347538,171.335434,-17.613309,,,,,
398.0,181.652612,-29.542458,171.017754,-18.266602,,,,,
399.0,181.652612,-29.655145,170.911861,-18.819980,,,,,
400.0,181.274956,-29.597279,170.911861,-19.155594,,,,,
401.0,180.267873,-29.688647,170.700074,-19.514265,,,,,
402.0,179.764331,-29.731286,170.488287,-19.491207,,,,,
403.0,179.638446,-29.828745,169.852927,-19.547570,,,,,
404.0,179.386675,-29.755650,169.111674,-19.752525,,,,,
405.0,178.379592,-29.786107,168.582207,-19.936984,,,,,
406.0,177.624279,-29.810472,168.052740,-20.172682,,,,,
407.0,177.498394,-29.831791,167.629167,-20.539039,,,,,
408.0,177.372509,-29.819608,167.417380,-20.964321,,,,,
409.0,176.743082,-29.825700,167.311487,-21.256381,,,,,
410.0,175.735999,-29.834836,167.417380,-21.381916,,,,,
411.0,175.232457,-29.834836,167.205594,-21.507451,,,,,
412.0,175.358343,-29.840928,166.993807,-21.474146,,,,,
413.0,174.854801,-29.819608,166.464340,-21.351173,,,,,
414.0,173.847718,-29.804380,165.828980,-21.243572,,,,,
415.0,173.344176,-29.783061,164.981833,-21.215390,,,,,
416.0,173.344176,-29.767833,164.452367,-21.297372,,,,,
417.0,172.966520,-29.676465,163.817007,-21.568937,,,,,
418.0,172.085323,-29.594233,163.181646,-22.071077,,,,,
419.0,171.330010,-29.652100,162.969860,-22.570654,,,,,
420.0,171.204125,-29.716058,162.969860,-22.834534,,,,,
421.0,170.952354,-29.606415,162.969860,-22.783295,,,,,
422.0,170.071156,-29.502865,162.440393,-22.688503,,,,,
423.0,169.315844,-29.585096,161.805033,-22.619331,,,,,
424.0,169.189959,-29.673419,160.957886,-22.724370,,,,,
425.0,169.064073,-29.542458,160.216633,-23.077918,,,,,
426.0,168.434646,-29.329265,159.687166,-23.603114,,,,,
427.0,167.553449,-29.307945,159.369486,-24.105254,,,,,
428.0,167.049907,-29.432815,158.840019,-24.663756,,,,,
429.0,167.049907,-29.432815,158.416446,-25.196638,,,,,
430.0,166.798136,-29.170893,158.522339,-25.427213,,,,,
431.0,165.791053,-29.061250,158.310553,-25.434899,,,,,
432.0,165.035741,-29.240942,157.886979,-25.373412,,,,,
433.0,165.161626,-29.201349,157.463406,-25.237629,,,,,
434.0,165.035741,-28.902879,156.933939,-25.224820,,,,,
435.0,164.028658,-28.714050,156.298579,-25.416965,,,,,
436.0,163.399231,-28.771917,155.980899,-25.619358,,,,,
437.0,163.021575,-28.896787,155.980899,-25.721835,,,,,
438.0,163.147460,-28.671412,155.345539,-25.926790,,,,,
439.0,162.643919,-28.330303,155.133752,-25.993401,,,,,
