HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 10/07/19
Start Time: 16:32
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,4,
Gain,1.00,1.00,1.00,
Back Off,0,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,4,
Calibration Offset,47.790001,110.160004,57.509998,
Calibration Factor, 0.143321,0.135710,0.130980,


TEMPERATURE DATA
Channel No,1,2,4,
Set Temperature, 40.00,40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , , , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Oxygen 4,Rate 4,Label,Trace,Type,Comment
0.0,187.137686,INVALID,184.454476,INVALID,128.479683,INVALID,Start,All,Restart,Started at:16:32:18,
1.0,187.369867,INVALID,184.674327,INVALID,128.267495,INVALID,,,,,
2.0,187.834228,INVALID,184.894177,INVALID,128.373589,INVALID,,,,,
3.0,187.950319,INVALID,185.114028,INVALID,128.373589,INVALID,,,,,
4.0,187.602048,INVALID,185.114028,INVALID,128.373589,INVALID,,,,,
5.0,187.602048,INVALID,185.114028,INVALID,128.373589,INVALID,,,,,
6.0,188.182500,INVALID,185.333878,INVALID,128.373589,INVALID,,,,,
7.0,188.530771,INVALID,185.333878,INVALID,128.373589,INVALID,,,,,
8.0,188.066409,INVALID,185.223953,INVALID,128.373589,INVALID,,,,,
9.0,187.950319,INVALID,185.004102,INVALID,128.373589,INVALID,,,,,
10.0,188.414680,INVALID,185.004102,INVALID,128.267495,INVALID,,,,,
11.0,188.762951,INVALID,184.894177,INVALID,128.267495,INVALID,,,,,
12.0,188.414680,INVALID,185.004102,INVALID,128.373589,INVALID,,,,,
13.0,188.182500,INVALID,185.223953,INVALID,128.373589,INVALID,,,,,
14.0,188.995132,INVALID,186.103354,INVALID,128.373589,INVALID,,,,,
15.0,188.646861,INVALID,186.103354,INVALID,128.373589,INVALID,,,,,
16.0,188.414680,INVALID,186.213280,INVALID,128.373589,INVALID,,,,,
17.0,188.530771,INVALID,185.993429,INVALID,128.373589,INVALID,,,,,
18.0,188.995132,INVALID,185.773579,INVALID,128.373589,INVALID,,,,,
19.0,189.111223,INVALID,185.663654,INVALID,128.373589,INVALID,,,,,
20.0,188.646861,INVALID,185.553728,INVALID,128.373589,INVALID,,,,,
21.0,188.762951,INVALID,185.553728,INVALID,128.373589,INVALID,,,,,
22.0,189.343403,INVALID,185.883504,INVALID,128.267495,INVALID,,,,,
23.0,189.343403,INVALID,186.213280,INVALID,128.373589,INVALID,,,,,
24.0,188.879042,INVALID,186.543055,INVALID,128.373589,INVALID,,,,,
25.0,188.995132,INVALID,186.762905,INVALID,128.373589,INVALID,,,,,
26.0,189.343403,INVALID,186.762905,INVALID,128.267495,INVALID,,,,,
27.0,189.575584,INVALID,186.762905,INVALID,128.373589,INVALID,,,,,
28.0,188.995132,INVALID,186.543055,INVALID,128.267495,INVALID,,,,,
29.0,188.995132,INVALID,186.213280,INVALID,128.373589,INVALID,,,,,
30.0,189.459494,3.780427,186.103354,3.816355,128.267495,-0.097538,,,,,
31.0,189.575584,3.606291,186.213280,3.558385,128.373589,-0.041069,,,,,
32.0,188.995132,3.252403,186.543055,3.462644,128.267495,-0.102671,,,,,
33.0,189.111223,3.081076,186.982756,3.566363,128.267495,-0.123206,,,,,
34.0,189.807765,3.176570,187.092681,3.744549,128.267495,-0.141173,,,,,
35.0,189.575584,3.008051,187.202606,3.914755,128.373589,-0.118072,,,,,
36.0,189.343403,2.707527,187.202606,4.034432,128.373589,-0.094971,,,,,
37.0,189.111223,2.505305,186.872831,4.069005,128.373589,-0.071870,,,,,
38.0,189.807765,2.668206,186.762905,4.026454,128.267495,-0.087271,,,,,
39.0,189.807765,2.620459,186.652980,3.866885,128.373589,-0.061603,,,,,
40.0,189.227313,2.274997,186.652980,3.587639,128.373589,-0.035935,,,,,
41.0,189.227313,2.078392,186.872831,3.348286,128.267495,-0.089838,,,,,
42.0,189.807765,2.207590,187.202606,3.140846,128.267495,-0.143740,,,,,
43.0,189.807765,2.176695,187.532382,3.039786,128.373589,-0.118072,,,,,
44.0,189.343403,1.853701,187.642307,3.002554,128.267495,-0.130906,,,,,
45.0,189.343403,1.817189,187.642307,3.247226,128.373589,-0.102671,,,,,
46.0,189.343403,1.637436,187.752232,3.494557,128.373589,-0.074437,,,,,
47.0,189.923855,1.561603,187.312531,3.584980,128.373589,-0.046202,,,,,
48.0,189.575584,1.367807,187.312531,3.563704,128.373589,-0.017968,,,,,
49.0,189.343403,1.244227,187.092681,3.345626,128.373589,0.010267,,,,,
50.0,189.807765,1.325677,187.202606,3.092976,128.267495,0.000000,,,,,
51.0,190.039946,1.294782,187.642307,2.920110,128.373589,0.030801,,,,,
52.0,189.923855,1.232992,187.312531,2.577037,128.373589,0.061603,,,,,
53.0,189.343403,1.157159,187.972083,2.558420,128.267495,0.012834,,,,,
54.0,189.807765,1.249844,188.082008,2.656821,128.267495,0.005134,,,,,
55.0,190.156036,1.277930,188.082008,2.837666,128.373589,0.038502,,,,,
56.0,189.691674,1.151542,187.752232,2.946704,128.267495,0.033368,,,,,
57.0,189.691674,1.143116,187.532382,2.952023,128.373589,0.028235,,,,,
58.0,189.575584,1.174011,187.642307,2.978618,128.373589,0.061603,,,,,
59.0,190.156036,1.190863,187.202606,2.739265,128.267495,0.015401,,,,,
60.0,188.762951,0.674073,187.532382,2.475976,128.267495,0.010267,,,,,
61.0,188.530771,0.258395,187.972083,2.297791,128.373589,0.005134,,,,,
62.0,189.111223,0.120771,188.082008,2.156839,128.373589,0.038502,,,,,
63.0,189.343403,-0.146049,188.191933,2.138222,128.373589,0.030801,,,,,
64.0,189.343403,-0.376358,188.191933,2.249921,128.373589,0.020534,,,,,
65.0,189.227313,-0.384783,188.191933,2.374916,128.373589,0.007700,,,,,
66.0,189.459494,-0.384783,188.191933,2.515869,128.373589,0.033368,,,,,
67.0,190.156036,-0.219074,187.972083,2.553101,128.373589,0.059036,,,,,
68.0,190.504307,-0.036512,187.642307,2.324386,128.373589,0.084704,,,,,
69.0,190.156036,0.255586,187.422457,1.954718,128.373589,0.069303,,,,,
70.0,190.039946,0.497129,187.422457,1.526542,128.373589,0.092404,,,,,
71.0,190.504307,0.676882,187.642307,1.159534,128.373589,0.115505,,,,,
72.0,190.504307,0.825740,188.082008,1.013262,128.479683,0.136040,,,,,
73.0,190.272126,1.084134,187.972083,0.925499,128.373589,0.112939,,,,,
74.0,190.388217,1.373424,187.312531,0.707422,128.267495,0.089838,,,,,
75.0,190.620397,1.553177,187.092681,0.457431,128.373589,0.066736,,,,,
76.0,190.968669,1.828423,186.982756,0.180845,128.373589,0.082137,,,,,
77.0,190.388217,1.853701,187.092681,0.002659,128.373589,0.097538,,,,,
78.0,190.504307,2.120522,187.312531,-0.249991,128.373589,0.112939,,,,,
79.0,190.852578,2.364873,187.972083,-0.263289,128.373589,0.128339,,,,,
80.0,191.084759,2.572713,188.631634,-0.138293,128.373589,0.143740,,,,,
81.0,190.620397,2.749657,188.961409,0.111698,128.373589,0.118072,,,,,
82.0,190.620397,2.996817,189.071335,0.529237,128.373589,0.130906,,,,,
83.0,191.084759,3.353514,188.741559,0.664870,128.373589,0.143740,,,,,
84.0,191.084759,3.457434,188.851484,1.061133,128.373589,0.115505,,,,,
85.0,190.388217,3.446199,188.741559,1.438779,128.373589,0.084704,,,,,
86.0,190.504307,3.597865,188.961409,1.880253,128.373589,0.092404,,,,,
87.0,190.272126,3.477094,189.401110,2.332364,128.373589,0.059036,,,,,
88.0,189.459494,3.047372,189.620961,2.739265,128.479683,0.102671,,,,,
89.0,189.227313,2.494071,189.730886,3.178079,128.373589,0.105238,,,,,
90.0,189.459494,2.258145,189.620961,3.356264,128.479683,0.105238,,,,,
91.0,189.691674,1.584072,189.291185,3.483919,128.373589,0.061603,,,,,
92.0,189.111223,0.587005,189.071335,3.659445,128.373589,0.056469,,,,,
93.0,188.879042,-0.283672,189.071335,3.850928,128.479683,0.089838,,,,,
94.0,189.343403,-0.890338,189.071335,4.061027,128.479683,0.120639,,,,,
95.0,189.575584,-1.412745,189.511035,4.409419,128.373589,0.110372,,,,,
96.0,189.227313,-2.112096,189.840811,4.845574,128.373589,0.100105,,,,,
97.0,188.995132,-2.805829,189.950736,5.281728,128.373589,0.089838,,,,,
98.0,189.343403,-3.092311,189.620961,5.470551,128.373589,0.079570,,,,,
99.0,189.575584,-3.140057,189.401110,5.412043,128.479683,0.107805,,,,,
100.0,189.227313,-3.426539,188.741559,4.986526,128.373589,0.094971,,,,,
101.0,189.111223,-3.777618,188.521709,4.449311,128.479683,0.120639,,,,,
102.0,189.575584,-3.757958,188.631634,4.010497,128.479683,0.143740,,,,,
103.0,189.807765,-3.631569,188.961409,3.837630,128.479683,0.205343,,,,,
104.0,189.459494,-3.704594,188.851484,3.561044,128.373589,0.187375,,,,,
105.0,189.111223,-3.839408,188.851484,3.007872,128.373589,0.128339,,,,,
106.0,189.343403,-3.769192,188.851484,2.332364,128.373589,0.107805,mito,1,Up Arrow,,
107.0,189.691674,-3.406878,188.301858,1.372292,128.373589,0.087271,,,,,
108.0,189.227313,-3.406878,188.191933,0.382965,128.373589,0.066736,,,,,
109.0,188.879042,-3.460242,187.972083,-0.627637,128.373589,0.046202,,,,,
110.0,189.343403,-3.170952,188.082008,-1.358995,128.373589,0.025668,,,,,
111.0,189.691674,-2.628885,188.521709,-1.678132,128.373589,0.005134,,,,,
112.0,189.227313,-2.401386,188.741559,-1.787171,128.373589,-0.015401,,,,,
113.0,189.111223,-2.182312,188.961409,-1.768555,128.373589,-0.035935,,,,,
114.0,189.459494,-1.620584,188.851484,-1.914826,128.373589,-0.056469,,,,,
115.0,189.807765,-0.893147,188.741559,-2.061097,128.479683,-0.038502,,,,,
116.0,189.459494,-0.530833,188.301858,-2.406830,128.373589,-0.061603,,,,,
117.0,189.227313,-0.185370,188.082008,-2.736605,128.373589,-0.084704,,,,,
118.0,189.691674,0.269629,187.972083,-2.914791,128.479683,-0.069303,,,,,
119.0,189.923855,0.508364,188.082008,-2.933407,128.479683,-0.015401,,,,,
120.0,189.575584,0.519598,188.521709,-2.712670,128.373589,-0.041069,,,,,
121.0,189.343403,0.528024,188.741559,-2.425446,128.373589,-0.025668,,,,,
122.0,189.923855,0.839783,188.851484,-2.204709,128.479683,-0.010267,,,,,
123.0,189.923855,0.921233,188.741559,-2.098330,128.479683,0.002567,,,,,
124.0,189.575584,0.766758,188.631634,-2.023865,128.373589,0.015401,,,,,
125.0,189.575584,0.775184,188.851484,-1.858977,128.373589,0.030801,,,,,
126.0,189.923855,0.994258,188.082008,-1.797809,128.373589,0.007700,,,,,
127.0,190.156036,1.154350,188.082008,-1.574412,128.373589,-0.015401,,,,,
128.0,189.575584,0.991449,188.191933,-1.226021,128.373589,-0.038502,,,,,
129.0,189.459494,0.907190,188.631634,-0.803163,128.373589,-0.061603,,,,,
130.0,190.039946,1.120647,188.851484,-0.361689,128.373589,-0.043635,,,,,
131.0,190.156036,1.230184,188.741559,-0.202121,128.373589,-0.064170,,,,,
132.0,189.807765,1.145924,188.961409,-0.047871,128.373589,-0.043635,,,,,
133.0,189.691674,1.182437,188.741559,0.058509,128.267495,-0.059036,,,,,
134.0,190.156036,1.474535,188.631634,0.249991,128.373589,-0.030801,,,,,
135.0,190.504307,1.749782,188.411783,0.327116,128.373589,-0.041069,,,,,
136.0,190.156036,1.738547,188.301858,0.374987,128.373589,-0.051336,,,,,
137.0,190.039946,1.749782,188.411783,0.476047,128.373589,-0.061603,,,,,
138.0,190.039946,1.878979,188.301858,0.335095,128.373589,-0.071870,,,,,
139.0,190.504307,1.988516,188.631634,0.271267,128.373589,-0.082137,,,,,
140.0,190.039946,1.763825,188.961409,0.231375,128.373589,-0.092404,,,,,
141.0,190.156036,1.732930,189.291185,0.329776,128.373589,-0.102671,,,,,
142.0,190.388217,1.901448,189.291185,0.569129,128.479683,-0.074437,,,,,
143.0,190.620397,1.957621,189.291185,0.874969,128.373589,-0.087271,,,,,
