HANSATECH INSTRUMENTS - O2view Recording
Software Version: 2.09
File Version: 1.05G

RECORDING DESCRIPTION
Date: 08/07/19
Start Time: 11:37
Sample Time(sec),1.000000
Live Rate Over(sec) ,30

GAIN & BACKOFF SETTINGS
Channel No,1,2,
Gain,1.00,1.00,
Back Off,0,0,

CALIBRATION DATA
Calibration Type,Liquid
Channel No,1,2,
Calibration Offset,54.270000,124.739998,
Calibration Factor, 0.155414,0.130733,


TEMPERATURE DATA
Channel No,1,2,
Set Temperature, 40.00,40.00,


QY NormFactor, 1.000000
QY Liquid Label, umol/ml/min


RECORDED DATA
TIME,OXYGEN,RATE,, , EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Oxygen 2,Rate 2,Label,Trace,Type,Comment
0.0,56.144882,INVALID,205.538985,INVALID,Start,All,Restart,Started at:11:37:26,
1.0,56.144882,INVALID,205.962558,INVALID,,,,,
2.0,56.018997,INVALID,206.280238,INVALID,,,,,
3.0,56.144882,INVALID,206.280238,INVALID,,,,,
4.0,56.018997,INVALID,207.233278,INVALID,,,,,
5.0,56.018997,INVALID,207.868638,INVALID,,,,,
6.0,55.893111,INVALID,207.868638,INVALID,,,,,
7.0,55.893111,INVALID,206.915598,INVALID,,,,,
8.0,55.767226,INVALID,205.750772,INVALID,,,,,
9.0,55.893111,INVALID,205.221305,INVALID,,,,,
10.0,55.767226,INVALID,205.962558,INVALID,,,,,
11.0,55.641341,INVALID,207.445065,INVALID,,,,,
12.0,55.641341,INVALID,208.503999,INVALID,,,,,
13.0,55.641341,INVALID,208.821679,INVALID,,,,,
14.0,55.641341,INVALID,209.986505,INVALID,,,,,
15.0,55.641341,INVALID,210.515972,INVALID,,,,,
16.0,55.641341,INVALID,210.727759,INVALID,,,,,
17.0,55.515455,INVALID,210.515972,INVALID,,,,,
18.0,55.515455,INVALID,210.727759,INVALID,,,,,
19.0,55.389570,INVALID,210.198292,INVALID,,,,,
20.0,55.389570,INVALID,209.033465,INVALID,,,,,
21.0,55.389570,INVALID,208.609892,INVALID,,,,,
22.0,55.389570,INVALID,208.715785,INVALID,,,,,
23.0,55.389570,INVALID,208.609892,INVALID,,,,,
24.0,55.389570,INVALID,208.292212,INVALID,,,,,
25.0,55.389570,INVALID,208.609892,INVALID,,,,,
26.0,55.263684,INVALID,208.821679,INVALID,,,,,
27.0,55.263684,INVALID,208.821679,INVALID,,,,,
28.0,55.263684,INVALID,208.927572,INVALID,,,,,
29.0,55.263684,INVALID,208.715785,INVALID,,,,,
30.0,55.137799,-1.940056,208.398105,6.456078,,,,,
31.0,55.011914,-1.964421,208.186318,5.428742,,,,,
32.0,55.137799,-1.915691,208.186318,4.501321,,,,,
33.0,55.011914,-1.937011,208.080425,3.604644,,,,,
34.0,55.011914,-1.885235,208.080425,2.664413,,,,,
35.0,55.011914,-1.854779,208.398105,2.164836,,,,,
36.0,55.011914,-1.799958,208.609892,1.959881,,,,,
37.0,55.011914,-1.769502,208.715785,1.775422,,,,,
38.0,54.886028,-1.763411,208.821679,1.239977,,,,,
39.0,54.886028,-1.781684,208.186318,-0.023057,,,,,
40.0,54.886028,-1.729909,208.080425,-1.588400,,,,,
41.0,54.886028,-1.702498,207.974532,-2.974407,,,,,
42.0,54.760143,-1.748183,207.974532,-3.835218,,,,,
43.0,54.760143,-1.772547,207.974532,-4.298928,,,,,
44.0,54.760143,-1.775593,207.445065,-4.819001,,,,,
45.0,54.760143,-1.757319,207.762745,-4.739581,,,,,
46.0,54.760143,-1.717726,208.292212,-4.209261,,,,,
47.0,54.634257,-1.702498,207.868638,-3.696873,,,,,
48.0,54.634257,-1.711635,207.656852,-3.274154,,,,,
49.0,54.634257,-1.699453,207.762745,-2.661851,,,,,
50.0,54.508372,-1.760365,207.656852,-2.221198,,,,,
51.0,54.508372,-1.799958,207.233278,-2.323676,,,,,
52.0,54.508372,-1.818232,207.339172,-2.508135,,,,,
53.0,54.508372,-1.815186,207.868638,-2.428715,,,,,
54.0,54.382487,-1.836505,207.974532,-2.331362,,,,,
55.0,54.382487,-1.833460,207.868638,-2.380038,,,,,
56.0,54.256601,-1.851733,208.080425,-2.218636,,,,,
57.0,54.256601,-1.891326,207.550958,-2.154588,,,,,
58.0,54.130716,-1.952239,207.339172,-2.136654,,,,,
59.0,54.130716,-1.985740,207.021492,-2.157150,,,,,
60.0,54.130716,-1.991832,206.492025,-2.405658,,,,,
61.0,54.130716,-2.019242,206.915598,-2.569622,,,,,
62.0,54.004830,-2.116702,206.915598,-2.779700,,,,,
63.0,54.004830,-2.141067,206.280238,-3.189610,,,,,
64.0,54.004830,-2.186751,206.492025,-3.517538,,,,,
65.0,54.004830,-2.208070,206.386132,-3.845466,,,,,
66.0,54.004830,-2.205025,206.597918,-3.932571,,,,,
67.0,53.878945,-2.223298,206.068452,-4.086288,,,,,
68.0,53.878945,-2.214162,205.433091,-4.368101,,,,,
69.0,53.878945,-2.226344,205.644878,-4.452644,,,,,
70.0,53.878945,-2.214162,205.750772,-4.667847,,,,,
71.0,53.878945,-2.177614,206.280238,-4.672971,,,,,
72.0,53.878945,-2.116702,205.538985,-4.944536,,,,,
73.0,53.753060,-2.125839,205.327198,-5.234035,,,,,
74.0,53.627174,-2.156295,206.068452,-5.190482,,,,,
75.0,53.627174,-2.159340,207.233278,-4.883050,,,,,
76.0,53.627174,-2.134976,207.021492,-4.524379,,,,,
77.0,53.627174,-2.083200,206.809705,-4.019677,,,,,
78.0,53.627174,-2.052744,206.492025,-3.758360,,,,,
79.0,53.627174,-1.997923,205.750772,-3.814722,,,,,
80.0,53.501289,-1.964421,206.597918,-3.476547,,,,,
81.0,53.501289,-1.952239,206.280238,-3.266468,,,,,
82.0,53.501289,-1.915691,206.068452,-3.263906,,,,,
83.0,53.501289,-1.854779,205.750772,-3.307459,,,,,
84.0,53.375404,-1.815186,205.644878,-3.146057,,,,,
85.0,53.375404,-1.796912,206.492025,-2.582431,,,,,
86.0,53.375404,-1.754274,206.280238,-2.100787,,,,,
87.0,53.375404,-1.736000,205.750772,-1.690878,,,,,
